Ilce,Mahalle,Yil,Mevsim,Sicaklik,Nufus,Enlem,Boylam,SuTuketimi
Seyhan,Dumlupınar,2021,İlkbahar,15,12656,36.979992,35.302353,46318
Seyhan,Dumlupınar,2021,Yaz,38,12656,36.979992,35.302353,56933
Seyhan,Dumlupınar,2021,Sonbahar,23,12656,36.979992,35.302353,44900
Seyhan,Dumlupınar,2022,Kış,12,12656,36.979992,35.302353,39008
Seyhan,Dumlupınar,2022,İlkbahar,17,12656,36.979992,35.302353,46862
Seyhan,Dumlupınar,2022,Yaz,44,12656,36.979992,35.302353,58811
Seyhan,Dumlupınar,2022,Sonbahar,12,12656,36.979992,35.302353,41562
Seyhan,Dumlupınar,2023,Kış,13,12656,36.979992,35.302353,39253
Seyhan,Dumlupınar,2023,İlkbahar,22,12656,36.979992,35.302353,48290
Seyhan,Dumlupınar,2023,Yaz,35,12656,36.979992,35.302353,56069
Seyhan,Dumlupınar,2023,Sonbahar,13,12656,36.979992,35.302353,41956
Seyhan,Dörtağaç,2019,Kış,18,149,36.89925,35.16472,5946
Seyhan,Dörtağaç,2019,İlkbahar,19,149,36.89925,35.16472,6271
Seyhan,Dörtağaç,2019,Yaz,30,149,36.89925,35.16472,9619
Seyhan,Dörtağaç,2019,Sonbahar,24,149,36.89925,35.16472,7703
Seyhan,Dörtağaç,2020,Kış,13,149,36.89925,35.16472,4182
Seyhan,Dörtağaç,2020,İlkbahar,20,149,36.89925,35.16472,6506
Seyhan,Dörtağaç,2020,Yaz,43,149,36.89925,35.16472,13429
Seyhan,Dörtağaç,2020,Sonbahar,22,149,36.89925,35.16472,7069
Seyhan,Dörtağaç,2021,Kış,13,149,36.89925,35.16472,4313
Seyhan,Dörtağaç,2021,İlkbahar,24,149,36.89925,35.16472,7678
Seyhan,Dörtağaç,2021,Yaz,31,149,36.89925,35.16472,9772
Seyhan,Dörtağaç,2021,Sonbahar,15,149,36.89925,35.16472,5032
Seyhan,Dörtağaç,2022,Kış,17,149,36.89925,35.16472,5657
Seyhan,Dörtağaç,2022,İlkbahar,30,149,36.89925,35.16472,9463
Seyhan,Dörtağaç,2022,Yaz,31,149,36.89925,35.16472,9762
Seyhan,Dörtağaç,2022,Sonbahar,11,149,36.89925,35.16472,3718
Seyhan,Dörtağaç,2023,Kış,3,149,36.89925,35.16472,1385
Seyhan,Dörtağaç,2023,İlkbahar,27,149,36.89925,35.16472,8486
Seyhan,Dörtağaç,2023,Yaz,43,149,36.89925,35.16472,13405
Seyhan,Dörtağaç,2023,Sonbahar,22,149,36.89925,35.16472,6952
Seyhan,Döşeme,2019,Kış,15,7931,36.991246,35.319556,26563
Seyhan,Döşeme,2019,İlkbahar,22,7931,36.991246,35.319556,32698
Seyhan,Döşeme,2019,Yaz,43,7931,36.991246,35.319556,41452
Seyhan,Döşeme,2019,Sonbahar,15,7931,36.991246,35.319556,28397
Seyhan,Döşeme,2020,Kış,20,7931,36.991246,35.319556,28194
Seyhan,Döşeme,2020,İlkbahar,19,7931,36.991246,35.319556,31740
Seyhan,Döşeme,2020,Yaz,39,7931,36.991246,35.319556,40304
Seyhan,Döşeme,2020,Sonbahar,10,7931,36.991246,35.319556,26909
Seyhan,Döşeme,2021,Kış,9,7931,36.991246,35.319556,24821
Seyhan,Döşeme,2021,İlkbahar,26,7931,36.991246,35.319556,33994
Seyhan,Döşeme,2021,Yaz,35,7931,36.991246,35.319556,38903
Seyhan,Döşeme,2021,Sonbahar,18,7931,36.991246,35.319556,29107
Seyhan,Döşeme,2022,Kış,1,7931,36.991246,35.319556,22388
Seyhan,Döşeme,2022,İlkbahar,16,7931,36.991246,35.319556,31118
Seyhan,Döşeme,2022,Yaz,35,7931,36.991246,35.319556,39176
Seyhan,Döşeme,2022,Sonbahar,24,7931,36.991246,35.319556,31039
Seyhan,Döşeme,2023,Kış,2,7931,36.991246,35.319556,22799
Seyhan,Döşeme,2023,İlkbahar,28,7931,36.991246,35.319556,34586
Seyhan,Döşeme,2023,Yaz,39,7931,36.991246,35.319556,40129
Seyhan,Döşeme,2023,Sonbahar,15,7931,36.991246,35.319556,28413
Seyhan,Emek,2019,Kış,19,6286,36.990907,35.302102,23318
Seyhan,Emek,2019,İlkbahar,26,6286,36.990907,35.302102,28530
Seyhan,Emek,2019,Yaz,38,6286,36.990907,35.302102,34050
Seyhan,Emek,2019,Sonbahar,18,6286,36.990907,35.302102,24247
Seyhan,Emek,2020,Kış,11,6286,36.990907,35.302102,21009
Seyhan,Emek,2020,İlkbahar,19,6286,36.990907,35.302102,26355
Seyhan,Emek,2020,Yaz,37,6286,36.990907,35.302102,33587
Seyhan,Emek,2020,Sonbahar,24,6286,36.990907,35.302102,26039
Seyhan,Emek,2021,Kış,11,6286,36.990907,35.302102,20954
Seyhan,Emek,2021,İlkbahar,27,6286,36.990907,35.302102,28933
Seyhan,Emek,2021,Yaz,42,6286,36.990907,35.302102,35283
Seyhan,Emek,2021,Sonbahar,18,6286,36.990907,35.302102,24286
Seyhan,Emek,2022,Kış,16,6286,36.990907,35.302102,22504
Seyhan,Emek,2022,İlkbahar,23,6286,36.990907,35.302102,27749
Seyhan,Emek,2022,Yaz,39,6286,36.990907,35.302102,34349
Seyhan,Emek,2022,Sonbahar,18,6286,36.990907,35.302102,24231
Seyhan,Emek,2023,Kış,10,6286,36.990907,35.302102,20459
Seyhan,Emek,2023,İlkbahar,27,6286,36.990907,35.302102,28823
Seyhan,Emek,2023,Yaz,34,6286,36.990907,35.302102,32956
Seyhan,Emek,2023,Sonbahar,21,6286,36.990907,35.302102,25034
Seyhan,Fatih,2019,Kış,7,19897,37.016392,35.297264,57813
Seyhan,Fatih,2019,İlkbahar,19,19897,37.016392,35.297264,71487
Seyhan,Fatih,2019,Yaz,38,19897,37.016392,35.297264,83132
Seyhan,Fatih,2019,Sonbahar,15,19897,37.016392,35.297264,64244
Seyhan,Fatih,2020,Kış,5,19897,37.016392,35.297264,57282
Seyhan,Fatih,2020,İlkbahar,17,19897,37.016392,35.297264,70818
Seyhan,Fatih,2020,Yaz,32,19897,37.016392,35.297264,81337
Seyhan,Fatih,2020,Sonbahar,12,19897,37.016392,35.297264,63257
Seyhan,Fatih,2021,Kış,19,19897,37.016392,35.297264,61474
Seyhan,Fatih,2021,İlkbahar,29,19897,37.016392,35.297264,74268
Seyhan,Fatih,2021,Yaz,33,19897,37.016392,35.297264,81663
Seyhan,Fatih,2021,Sonbahar,18,19897,37.016392,35.297264,64944
Seyhan,Fatih,2022,Kış,7,19897,37.016392,35.297264,57939
Seyhan,Fatih,2022,İlkbahar,23,19897,37.016392,35.297264,72492
Seyhan,Fatih,2022,Yaz,45,19897,37.016392,35.297264,85045
Seyhan,Fatih,2022,Sonbahar,17,19897,37.016392,35.297264,64871
Seyhan,Fatih,2023,Kış,17,19897,37.016392,35.297264,60731
Seyhan,Fatih,2023,İlkbahar,24,19897,37.016392,35.297264,72907
Seyhan,Fatih,2023,Yaz,43,19897,37.016392,35.297264,84534
Seyhan,Fatih,2023,Sonbahar,24,19897,37.016392,35.297264,66761
Seyhan,Fevzipaşa,2019,Kış,11,13433,36.98275,35.32395,40943
Seyhan,Fevzipaşa,2019,İlkbahar,16,13433,36.98275,35.32395,49020
Seyhan,Fevzipaşa,2019,Yaz,43,13433,36.98275,35.32395,61132
Seyhan,Fevzipaşa,2019,Sonbahar,11,13433,36.98275,35.32395,43612
Seyhan,Fevzipaşa,2020,Kış,4,13433,36.98275,35.32395,38864
Seyhan,Fevzipaşa,2020,İlkbahar,29,13433,36.98275,35.32395,53011
Seyhan,Fevzipaşa,2020,Yaz,31,13433,36.98275,35.32395,57586
Seyhan,Fevzipaşa,2020,Sonbahar,17,13433,36.98275,35.32395,45531
Seyhan,Fevzipaşa,2021,Kış,16,13433,36.98275,35.32395,42277
Seyhan,Fevzipaşa,2021,İlkbahar,19,13433,36.98275,35.32395,50011
Seyhan,Fevzipaşa,2021,Yaz,31,13433,36.98275,35.32395,57571
Seyhan,Fevzipaşa,2021,Sonbahar,22,13433,36.98275,35.32395,46874
Seyhan,Fevzipaşa,2022,Kış,7,13433,36.98275,35.32395,39739
Seyhan,Fevzipaşa,2022,İlkbahar,22,13433,36.98275,35.32395,50907
Seyhan,Fevzipaşa,2022,Yaz,43,13433,36.98275,35.32395,61401
Seyhan,Fevzipaşa,2022,Sonbahar,13,13433,36.98275,35.32395,44280
Seyhan,Fevzipaşa,2023,Kış,13,13433,36.98275,35.32395,41387
Seyhan,Fevzipaşa,2023,İlkbahar,29,13433,36.98275,35.32395,53086
Seyhan,Fevzipaşa,2023,Yaz,41,13433,36.98275,35.32395,60711
Seyhan,Fevzipaşa,2023,Sonbahar,21,13433,36.98275,35.32395,46515
Seyhan,Gazipaşa,2019,Kış,18,5685,36.99382,35.32987,21338
Seyhan,Gazipaşa,2019,İlkbahar,26,5685,36.99382,35.32987,26652
Seyhan,Gazipaşa,2019,Yaz,38,5685,36.99382,35.32987,31781
Seyhan,Gazipaşa,2019,Sonbahar,23,5685,36.99382,35.32987,23927
Seyhan,Gazipaşa,2020,Kış,2,5685,36.99382,35.32987,16640
Seyhan,Gazipaşa,2020,İlkbahar,20,5685,36.99382,35.32987,24892
Seyhan,Gazipaşa,2020,Yaz,36,5685,36.99382,35.32987,31414
Seyhan,Gazipaşa,2020,Sonbahar,18,5685,36.99382,35.32987,22471
Seyhan,Gazipaşa,2021,Kış,8,5685,36.99382,35.32987,18179
Seyhan,Gazipaşa,2021,İlkbahar,26,5685,36.99382,35.32987,26537
Seyhan,Gazipaşa,2021,Yaz,40,5685,36.99382,35.32987,32387
Seyhan,Gazipaşa,2021,Sonbahar,12,5685,36.99382,35.32987,20751
Seyhan,Gazipaşa,2022,Kış,4,5685,36.99382,35.32987,17040
Seyhan,Gazipaşa,2022,İlkbahar,24,5685,36.99382,35.32987,25911
Seyhan,Gazipaşa,2022,Yaz,42,5685,36.99382,35.32987,32963
Seyhan,Gazipaşa,2022,Sonbahar,21,5685,36.99382,35.32987,23474
Seyhan,Gazipaşa,2023,Kış,12,5685,36.99382,35.32987,19455
Seyhan,Gazipaşa,2023,İlkbahar,25,5685,36.99382,35.32987,26238
Seyhan,Gazipaşa,2023,Yaz,38,5685,36.99382,35.32987,31842
Seyhan,Gazipaşa,2023,Sonbahar,15,5685,36.99382,35.32987,21611
Seyhan,Gölbaşı,2019,Kış,3,788,36.9394,35.2249,3205
Seyhan,Gölbaşı,2019,İlkbahar,26,788,36.9394,35.2249,10283
Seyhan,Gölbaşı,2019,Yaz,45,788,36.9394,35.2249,16267
Seyhan,Gölbaşı,2019,Sonbahar,21,788,36.9394,35.2249,8792
Seyhan,Gölbaşı,2020,Kış,8,788,36.9394,35.2249,4671
Seyhan,Gölbaşı,2020,İlkbahar,19,788,36.9394,35.2249,8256
Seyhan,Gölbaşı,2020,Yaz,43,788,36.9394,35.2249,15710
Seyhan,Gölbaşı,2020,Sonbahar,15,788,36.9394,35.2249,6740
Seyhan,Gölbaşı,2021,Kış,7,788,36.9394,35.2249,4189
Seyhan,Gölbaşı,2021,İlkbahar,25,788,36.9394,35.2249,9975
Seyhan,Gölbaşı,2021,Yaz,38,788,36.9394,35.2249,14245
Seyhan,Gölbaşı,2021,Sonbahar,22,788,36.9394,35.2249,9000
Seyhan,Gölbaşı,2022,Kış,11,788,36.9394,35.2249,5585
Seyhan,Gölbaşı,2022,İlkbahar,19,788,36.9394,35.2249,8246
Seyhan,Gölbaşı,2022,Yaz,38,788,36.9394,35.2249,14265
Seyhan,Gölbaşı,2022,Sonbahar,11,788,36.9394,35.2249,5759
Seyhan,Gölbaşı,2023,Kış,13,788,36.9394,35.2249,6200
Seyhan,Gölbaşı,2023,İlkbahar,20,788,36.9394,35.2249,8582
Seyhan,Gölbaşı,2023,Yaz,35,788,36.9394,35.2249,13354
Seyhan,Gölbaşı,2023,Sonbahar,20,788,36.9394,35.2249,8282
Seyhan,Gülbahçesi,2019,Kış,9,49734,36.97094,35.31342,141988
Seyhan,Gülbahçesi,2019,İlkbahar,27,49734,36.97094,35.31342,172087
Seyhan,Gülbahçesi,2019,Yaz,30,49734,36.97094,35.31342,188161
Seyhan,Gülbahçesi,2019,Sonbahar,23,49734,36.97094,35.31342,156181
Seyhan,Gülbahçesi,2020,Kış,5,49734,36.97094,35.31342,140861
Seyhan,Gülbahçesi,2020,İlkbahar,16,49734,36.97094,35.31342,168948
Seyhan,Gülbahçesi,2020,Yaz,43,49734,36.97094,35.31342,192013
Seyhan,Gülbahçesi,2020,Sonbahar,22,49734,36.97094,35.31342,155679
Seyhan,Gülbahçesi,2021,Kış,18,49734,36.97094,35.31342,144770
Seyhan,Gülbahçesi,2021,İlkbahar,28,49734,36.97094,35.31342,172563
Seyhan,Gülbahçesi,2021,Yaz,42,49734,36.97094,35.31342,191725
Seyhan,Gülbahçesi,2021,Sonbahar,10,49734,36.97094,35.31342,152341
Seyhan,Gülbahçesi,2022,Kış,19,49734,36.97094,35.31342,145028
Seyhan,Gülbahçesi,2022,İlkbahar,23,49734,36.97094,35.31342,170917
Seyhan,Gülbahçesi,2022,Yaz,34,49734,36.97094,35.31342,189351
Seyhan,Gülbahçesi,2022,Sonbahar,18,49734,36.97094,35.31342,154455
Seyhan,Gülbahçesi,2023,Kış,13,49734,36.97094,35.31342,143047
Seyhan,Gülbahçesi,2023,İlkbahar,19,49734,36.97094,35.31342,169857
Seyhan,Gülbahçesi,2023,Yaz,39,49734,36.97094,35.31342,190786
Seyhan,Gülbahçesi,2023,Sonbahar,17,49734,36.97094,35.31342,154257
Seyhan,Gülpınar,2019,Kış,17,10525,36.980991,35.30962,34638
Seyhan,Gülpınar,2019,İlkbahar,19,10525,36.980991,35.30962,40551
Seyhan,Gülpınar,2019,Yaz,42,10525,36.980991,35.30962,50504
Seyhan,Gülpınar,2019,Sonbahar,21,10525,36.980991,35.30962,37782
Seyhan,Gülpınar,2020,Kış,11,10525,36.980991,35.30962,32908
Seyhan,Gülpınar,2020,İlkbahar,18,10525,36.980991,35.30962,40180
Seyhan,Gülpınar,2020,Yaz,40,10525,36.980991,35.30962,49786
Seyhan,Gülpınar,2020,Sonbahar,25,10525,36.980991,35.30962,38953
Seyhan,Gülpınar,2021,Kış,13,10525,36.980991,35.30962,33294
Seyhan,Gülpınar,2021,İlkbahar,27,10525,36.980991,35.30962,42905
Seyhan,Gülpınar,2021,Yaz,41,10525,36.980991,35.30962,50280
Seyhan,Gülpınar,2021,Sonbahar,20,10525,36.980991,35.30962,37644
Seyhan,Gülpınar,2022,Kış,0,10525,36.980991,35.30962,29596
Seyhan,Gülpınar,2022,İlkbahar,15,10525,36.980991,35.30962,39362
Seyhan,Gülpınar,2022,Yaz,38,10525,36.980991,35.30962,49216
Seyhan,Gülpınar,2022,Sonbahar,20,10525,36.980991,35.30962,37659
Seyhan,Gülpınar,2023,Kış,19,10525,36.980991,35.30962,35087
Seyhan,Gülpınar,2023,İlkbahar,23,10525,36.980991,35.30962,41687
Seyhan,Gülpınar,2023,Yaz,42,10525,36.980991,35.30962,50456
Seyhan,Gülpınar,2023,Sonbahar,14,10525,36.980991,35.30962,35897
Seyhan,Gürselpaşa,2019,Kış,1,44568,37.017395,35.26429,125148
Seyhan,Gürselpaşa,2019,İlkbahar,29,44568,37.017395,35.26429,155811
Seyhan,Gürselpaşa,2019,Yaz,39,44568,37.017395,35.26429,172171
Seyhan,Gürselpaşa,2019,Sonbahar,15,44568,37.017395,35.26429,138125
Seyhan,Gürselpaşa,2020,Kış,12,44568,37.017395,35.26429,128342
Seyhan,Gürselpaşa,2020,İlkbahar,20,44568,37.017395,35.26429,153012
Seyhan,Gürselpaşa,2020,Yaz,32,44568,37.017395,35.26429,170009
Seyhan,Gürselpaşa,2020,Sonbahar,20,44568,37.017395,35.26429,139624
Seyhan,Gürselpaşa,2021,Kış,12,44568,37.017395,35.26429,128366
Seyhan,Gürselpaşa,2021,İlkbahar,26,44568,37.017395,35.26429,154901
Seyhan,Gürselpaşa,2021,Yaz,44,44568,37.017395,35.26429,173669
Seyhan,Gürselpaşa,2021,Sonbahar,20,44568,37.017395,35.26429,139757
Seyhan,Gürselpaşa,2022,Kış,13,44568,37.017395,35.26429,128829
Seyhan,Gürselpaşa,2022,İlkbahar,18,44568,37.017395,35.26429,152619
Seyhan,Gürselpaşa,2022,Yaz,44,44568,37.017395,35.26429,173534
Seyhan,Gürselpaşa,2022,Sonbahar,10,44568,37.017395,35.26429,136741
Seyhan,Gürselpaşa,2023,Kış,1,44568,37.017395,35.26429,125056
Seyhan,Gürselpaşa,2023,İlkbahar,25,44568,37.017395,35.26429,154453
Seyhan,Gürselpaşa,2023,Yaz,44,44568,37.017395,35.26429,173777
Seyhan,Gürselpaşa,2023,Sonbahar,18,44568,37.017395,35.26429,139068
Seyhan,Hadırlı,2019,Kış,18,4937,36.96287,35.30421,19128
Seyhan,Hadırlı,2019,İlkbahar,24,4937,36.96287,35.30421,23519
Seyhan,Hadırlı,2019,Yaz,35,4937,36.96287,35.30421,28339
Seyhan,Hadırlı,2019,Sonbahar,12,4937,36.96287,35.30421,18559
Seyhan,Hadırlı,2020,Kış,13,4937,36.96287,35.30421,17703
Seyhan,Hadırlı,2020,İlkbahar,28,4937,36.96287,35.30421,24774
Seyhan,Hadırlı,2020,Yaz,38,4937,36.96287,35.30421,29227
Seyhan,Hadırlı,2020,Sonbahar,16,4937,36.96287,35.30421,19718
Seyhan,Hadırlı,2021,Kış,0,4937,36.96287,35.30421,13941
Seyhan,Hadırlı,2021,İlkbahar,23,4937,36.96287,35.30421,23214
Seyhan,Hadırlı,2021,Yaz,37,4937,36.96287,35.30421,28763
Seyhan,Hadırlı,2021,Sonbahar,16,4937,36.96287,35.30421,19496
Seyhan,Hadırlı,2022,Kış,9,4937,36.96287,35.30421,16467
Seyhan,Hadırlı,2022,İlkbahar,28,4937,36.96287,35.30421,24719
Seyhan,Hadırlı,2022,Yaz,39,4937,36.96287,35.30421,29389
Seyhan,Hadırlı,2022,Sonbahar,18,4937,36.96287,35.30421,20220
Seyhan,Hadırlı,2023,Kış,3,4937,36.96287,35.30421,14849
Seyhan,Hadırlı,2023,İlkbahar,24,4937,36.96287,35.30421,23531
Seyhan,Hadırlı,2023,Yaz,40,4937,36.96287,35.30421,29783
Seyhan,Hadırlı,2023,Sonbahar,20,4937,36.96287,35.30421,20891
Seyhan,Hanedan,2019,Kış,1,1053,36.9869,35.3053,3368
Seyhan,Hanedan,2019,İlkbahar,18,1053,36.9869,35.3053,8979
Seyhan,Hanedan,2019,Yaz,31,1053,36.9869,35.3053,13239
Seyhan,Hanedan,2019,Sonbahar,18,1053,36.9869,35.3053,8545
Seyhan,Hanedan,2020,Kış,19,1053,36.9869,35.3053,8769
Seyhan,Hanedan,2020,İlkbahar,21,1053,36.9869,35.3053,9831
Seyhan,Hanedan,2020,Yaz,36,1053,36.9869,35.3053,14727
Seyhan,Hanedan,2020,Sonbahar,16,1053,36.9869,35.3053,7981
Seyhan,Hanedan,2021,Kış,12,1053,36.9869,35.3053,6514
Seyhan,Hanedan,2021,İlkbahar,15,1053,36.9869,35.3053,8091
Seyhan,Hanedan,2021,Yaz,39,1053,36.9869,35.3053,15353
Seyhan,Hanedan,2021,Sonbahar,14,1053,36.9869,35.3053,7368
Seyhan,Hanedan,2022,Kış,7,1053,36.9869,35.3053,5104
Seyhan,Hanedan,2022,İlkbahar,22,1053,36.9869,35.3053,9970
Seyhan,Hanedan,2022,Yaz,39,1053,36.9869,35.3053,15376
Seyhan,Hanedan,2022,Sonbahar,11,1053,36.9869,35.3053,6515
Seyhan,Hanedan,2023,Kış,19,1053,36.9869,35.3053,8739
Seyhan,Hanedan,2023,İlkbahar,28,1053,36.9869,35.3053,11761
Seyhan,Hanedan,2023,Yaz,36,1053,36.9869,35.3053,14520
Seyhan,Hanedan,2023,Sonbahar,15,1053,36.9869,35.3053,7517
Seyhan,Havuzlubahçe,2019,Kış,1,11190,36.974438,35.318813,31553
Seyhan,Havuzlubahçe,2019,İlkbahar,25,11190,36.974438,35.318813,44310
Seyhan,Havuzlubahçe,2019,Yaz,40,11190,36.974438,35.318813,52175
Seyhan,Havuzlubahçe,2019,Sonbahar,18,11190,36.974438,35.318813,38833
Seyhan,Havuzlubahçe,2020,Kış,18,11190,36.974438,35.318813,36767
Seyhan,Havuzlubahçe,2020,İlkbahar,15,11190,36.974438,35.318813,41497
Seyhan,Havuzlubahçe,2020,Yaz,38,11190,36.974438,35.318813,51821
Seyhan,Havuzlubahçe,2020,Sonbahar,12,11190,36.974438,35.318813,37044
Seyhan,Havuzlubahçe,2021,Kış,19,11190,36.974438,35.318813,37148
Seyhan,Havuzlubahçe,2021,İlkbahar,29,11190,36.974438,35.318813,45609
Seyhan,Havuzlubahçe,2021,Yaz,33,11190,36.974438,35.318813,50241
Seyhan,Havuzlubahçe,2021,Sonbahar,14,11190,36.974438,35.318813,37877
Seyhan,Havuzlubahçe,2022,Kış,19,11190,36.974438,35.318813,36959
Seyhan,Havuzlubahçe,2022,İlkbahar,29,11190,36.974438,35.318813,45665
Seyhan,Havuzlubahçe,2022,Yaz,32,11190,36.974438,35.318813,49874
Seyhan,Havuzlubahçe,2022,Sonbahar,12,11190,36.974438,35.318813,37309
Seyhan,Havuzlubahçe,2023,Kış,10,11190,36.974438,35.318813,34223
Seyhan,Havuzlubahçe,2023,İlkbahar,16,11190,36.974438,35.318813,41604
Seyhan,Havuzlubahçe,2023,Yaz,39,11190,36.974438,35.318813,51941
Seyhan,Havuzlubahçe,2023,Sonbahar,14,11190,36.974438,35.318813,37675
Seyhan,Hürriyet,2019,Kış,3,5998,36.976379,35.32515,17791
Seyhan,Hürriyet,2019,İlkbahar,25,5998,36.976379,35.32515,27163
Seyhan,Hürriyet,2019,Yaz,33,5998,36.976379,35.32515,31575
Seyhan,Hürriyet,2019,Sonbahar,14,5998,36.976379,35.32515,22060
Seyhan,Hürriyet,2020,Kış,14,5998,36.976379,35.32515,21079
Seyhan,Hürriyet,2020,İlkbahar,26,5998,36.976379,35.32515,27554
Seyhan,Hürriyet,2020,Yaz,34,5998,36.976379,35.32515,31724
Seyhan,Hürriyet,2020,Sonbahar,13,5998,36.976379,35.32515,21875
Seyhan,Hürriyet,2021,Kış,17,5998,36.976379,35.32515,21811
Seyhan,Hürriyet,2021,İlkbahar,24,5998,36.976379,35.32515,26995
Seyhan,Hürriyet,2021,Yaz,34,5998,36.976379,35.32515,31926
Seyhan,Hürriyet,2021,Sonbahar,13,5998,36.976379,35.32515,21762
Seyhan,Hürriyet,2022,Kış,4,5998,36.976379,35.32515,17892
Seyhan,Hürriyet,2022,İlkbahar,20,5998,36.976379,35.32515,25658
Seyhan,Hürriyet,2022,Yaz,37,5998,36.976379,35.32515,32703
Seyhan,Hürriyet,2022,Sonbahar,18,5998,36.976379,35.32515,23266
Seyhan,Hürriyet,2023,Kış,7,5998,36.976379,35.32515,18789
Seyhan,Hürriyet,2023,İlkbahar,22,5998,36.976379,35.32515,26329
Seyhan,Hürriyet,2023,Yaz,39,5998,36.976379,35.32515,33319
Seyhan,Hürriyet,2023,Sonbahar,22,5998,36.976379,35.32515,24635
Seyhan,Karakuyu,2019,Kış,7,601,36.95725,35.2879,3823
Seyhan,Karakuyu,2019,İlkbahar,23,601,36.95725,35.2879,8826
Seyhan,Karakuyu,2019,Yaz,30,601,36.95725,35.2879,11276
Seyhan,Karakuyu,2019,Sonbahar,22,601,36.95725,35.2879,8403
Seyhan,Karakuyu,2020,Kış,6,601,36.95725,35.2879,3529
Seyhan,Karakuyu,2020,İlkbahar,26,601,36.95725,35.2879,9833
Seyhan,Karakuyu,2020,Yaz,36,601,36.95725,35.2879,13101
Seyhan,Karakuyu,2020,Sonbahar,13,601,36.95725,35.2879,5603
Seyhan,Karakuyu,2021,Kış,17,601,36.95725,35.2879,6704
Seyhan,Karakuyu,2021,İlkbahar,25,601,36.95725,35.2879,9629
Seyhan,Karakuyu,2021,Yaz,42,601,36.95725,35.2879,14776
Seyhan,Karakuyu,2021,Sonbahar,21,601,36.95725,35.2879,7983
Seyhan,Karakuyu,2022,Kış,10,601,36.95725,35.2879,4607
Seyhan,Karakuyu,2022,İlkbahar,19,601,36.95725,35.2879,7587
Seyhan,Karakuyu,2022,Yaz,32,601,36.95725,35.2879,11774
Seyhan,Karakuyu,2022,Sonbahar,16,601,36.95725,35.2879,6538
Seyhan,Karakuyu,2023,Kış,17,601,36.95725,35.2879,6905
Seyhan,Karakuyu,2023,İlkbahar,16,601,36.95725,35.2879,6918
Seyhan,Karakuyu,2023,Yaz,30,601,36.95725,35.2879,11230
Seyhan,Karakuyu,2023,Sonbahar,19,601,36.95725,35.2879,7402
Seyhan,Karasoku,2019,Kış,11,196,36.985725,35.325741,3808
Seyhan,Karasoku,2019,İlkbahar,24,196,36.985725,35.325741,7945
Seyhan,Karasoku,2019,Yaz,33,196,36.985725,35.325741,10689
Seyhan,Karasoku,2019,Sonbahar,13,196,36.985725,35.325741,4475
Seyhan,Karasoku,2020,Kış,1,196,36.985725,35.325741,782
Seyhan,Karasoku,2020,İlkbahar,15,196,36.985725,35.325741,5271
Seyhan,Karasoku,2020,Yaz,39,196,36.985725,35.325741,12482
Seyhan,Karasoku,2020,Sonbahar,12,196,36.985725,35.325741,4274
Seyhan,Karasoku,2021,Kış,0,196,36.985725,35.325741,627
Seyhan,Karasoku,2021,İlkbahar,19,196,36.985725,35.325741,6368
Seyhan,Karasoku,2021,Yaz,34,196,36.985725,35.325741,10883
Seyhan,Karasoku,2021,Sonbahar,19,196,36.985725,35.325741,6383
Seyhan,Karasoku,2022,Kış,19,196,36.985725,35.325741,6357
Seyhan,Karasoku,2022,İlkbahar,28,196,36.985725,35.325741,9024
Seyhan,Karasoku,2022,Yaz,36,196,36.985725,35.325741,11488
Seyhan,Karasoku,2022,Sonbahar,13,196,36.985725,35.325741,4508
Seyhan,Karasoku,2023,Kış,4,196,36.985725,35.325741,1639
Seyhan,Karasoku,2023,İlkbahar,26,196,36.985725,35.325741,8527
Seyhan,Karasoku,2023,Yaz,36,196,36.985725,35.325741,11543
Seyhan,Karasoku,2023,Sonbahar,11,196,36.985725,35.325741,3852
Seyhan,Kavaklı,2019,Kış,19,3221,37.00998,35.17561,14685
Seyhan,Kavaklı,2019,İlkbahar,27,3221,37.00998,35.17561,18829
Seyhan,Kavaklı,2019,Yaz,39,3221,37.00998,35.17561,23235
Seyhan,Kavaklı,2019,Sonbahar,11,3221,37.00998,35.17561,12953
Seyhan,Kavaklı,2020,Kış,14,3221,37.00998,35.17561,13122
Seyhan,Kavaklı,2020,İlkbahar,15,3221,37.00998,35.17561,15157
Seyhan,Kavaklı,2020,Yaz,36,3221,37.00998,35.17561,22500
Seyhan,Kavaklı,2020,Sonbahar,20,3221,37.00998,35.17561,15710
Seyhan,Kavaklı,2021,Kış,3,3221,37.00998,35.17561,9962
Seyhan,Kavaklı,2021,İlkbahar,24,3221,37.00998,35.17561,17811
Seyhan,Kavaklı,2021,Yaz,33,3221,37.00998,35.17561,21571
Seyhan,Kavaklı,2021,Sonbahar,16,3221,37.00998,35.17561,14515
Seyhan,Kavaklı,2022,Kış,17,3221,37.00998,35.17561,14136
Seyhan,Kavaklı,2022,İlkbahar,26,3221,37.00998,35.17561,18576
Seyhan,Kavaklı,2022,Yaz,41,3221,37.00998,35.17561,23998
Seyhan,Kavaklı,2022,Sonbahar,13,3221,37.00998,35.17561,13665
Seyhan,Kavaklı,2023,Kış,13,3221,37.00998,35.17561,13008
Seyhan,Kavaklı,2023,İlkbahar,15,3221,37.00998,35.17561,15153
Seyhan,Kavaklı,2023,Yaz,44,3221,37.00998,35.17561,24719
